LNR,RESPONSE
63515,0.9960883818195801
63524,0.9647477962699771
64797,0.9925884310313591
65116,0.9893018307970328
75249,0.9955133185062393
75253,0.970827541658549
75575,0.9868231788426546
76212,0.9956460157488605
71422,0.99381148211308
72059,0.9796729169821378
72060,0.9955179667344928
72383,0.9959883479532138
72386,0.9957544431729131
72700,0.9951516492242749
72715,0.9963853427395932
73028,0.9947491414084862
73346,0.993987184543568
73658,0.9958987513495051
73662,0.9759353514991601
73666,0.988024536604539
73668,0.9885001622146201
73985,0.9562453123310534
74299,0.9957886925386435
74310,0.9798424244149525
74312,0.9620146718620984
74619,0.995131807681708
74620,0.9945413140477076
74627,0.9963016321601319
74938,0.9897112274192462
74952,0.9948482331805791
75911,0.9901600518458367
75913,0.9959291272631221
76221,0.9953506010906338
76227,0.9959600667927934
71448,0.9955151912382524
15887,0.9961070760283002
15498,0.9958561240446444
15504,0.9698761424138049
15507,0.9951442985580294
15521,0.9953268634064372
24403,0.9957353830629325
24100,0.9665955316551842
24436,0.9958160030454702
24440,0.9903119550854511
24442,0.9893018307970328
24148,0.9915477055337991
24149,0.9957955879390463
24155,0.9957413133742384
24458,0.9948721758603393
24169,0.9757549083143174
24477,0.9586121258364151
24479,0.9944995473121268
24486,0.9930965955527428
24190,0.9767997852359469
24515,0.9762230106452293
24214,0.9694088435424135
25183,0.9888589879699548
25207,0.995952737120603
24889,0.97094848071527
24890,0.996372838359457
25226,0.9892887287121376
25232,0.9896364481378268
25244,0.9964673260850248
25339,0.9942367246865116
25355,0.9748135778652068
24958,0.9923288425227965
25277,0.9959694351732876
25286,0.9753044623192181
24988,0.9888589879699548
25298,0.9887697330433273
25309,0.9740957347207932
25315,0.9961344985522076
25014,0.9868231788426546
25322,0.9951305226528799
25333,0.9759451721081328
25025,0.9827839653474646
24726,0.9934603606805754
24735,0.9893018307970328
25055,0.9956788659039495
25056,0.9960178740951996
24746,0.9761860557747247
25061,0.9953465388062195
25067,0.9958382016141195
25074,0.994569350301502
24773,0.9941562844071451
25080,0.9893018307970328
25086,0.9758023114030444
25088,0.9950752560100874
24777,0.9939345897629558
24796,0.9953005210887934
25104,0.9952834689507689
24806,0.99008556757776
25118,0.9940073278052242
24822,0.9868231788426546
82811,0.9751478062312401
83449,0.9635741690797485
83459,0.9893018307970328
83770,0.9888589879699548
84091,0.9957413133742384
84096,0.9958286680571272
84737,0.9838188678455825
85048,0.9893018307970328
85049,0.9760566744048006
85051,0.9944161047109524
85369,0.9958964395861613
85374,0.9867591758978742
85380,0.9721415284450928
82190,0.9962100114152036
82505,0.9867232648679067
82515,0.9951651081192145
82517,0.9958575673181631
82821,0.9881147758228106
83140,0.9888589879699548
788,0.9961277391730198
1102,0.9961319129447216
1109,0.9962409910001354
821,0.994585665863212
829,0.9923319961583954
837,0.975784483821606
845,0.9887743350300902
1163,0.9736617115709026
861,0.9893018307970328
899,0.9946008124838475
1207,0.9748542948628007
906,0.9950855991610112
1221,0.9727876840565699
1545,0.9948378974796964
1546,0.9709956035306397
1555,0.9956043775950966
1556,0.9777561654902562
1879,0.9960566147377461
1885,0.9676991939341386
1593,0.9943155507890936
1902,0.9793431228061831
1611,0.9956588829615701
1921,0.9926483048004192
1927,0.9783035501859996
1651,0.9954529775247279
1978,0.9774236368142489
1718,0.9953812225842346
1722,0.9951516492242749
1734,0.9839141511711107
41705,0.9949571135615705
41711,0.9888589879699548
41712,0.9952618854985497
42029,0.9950708652796172
42347,0.9857630465105771
42352,0.9936992748996014
42353,0.989864917529965
42671,0.9856378718470075
42987,0.9952555741461833
43310,0.9952644142312737
43627,0.9955458137669834
43629,0.9950518517221203
43945,0.9892073054401092
43953,0.9956570529006079
43954,0.9686483595833482
43961,0.9946445638810508
44280,0.9960182122847425
44917,0.9958594294613837
44924,0.975105769053167
44927,0.9953864363810473
45244,0.9962436362717747
45570,0.9662482501617202
45584,0.9379833623286188
41721,0.9953748647122628
41739,0.9888589879699548
42054,0.9746619462690278
42369,0.996193818304462
42689,0.9947456840984357
43019,0.9959867722805457
43331,0.9691920889950786
51328,0.9912677100752004
51644,0.9738026964890248
51653,0.9770357432539623
51969,0.9934829743026532
52308,0.961164998693593
52310,0.9936536959917013
52626,0.9718676209993361
52638,0.9923118074056966
52940,0.9957614703392977
52954,0.9712199602607358
55194,0.9864734582376105
55196,0.9846381748715148
55526,0.9888589879699548
55847,0.9931066179339998
55848,0.9893018307970328
51024,0.9888589879699548
51031,0.9958612585305887
51342,0.978783640454556
51348,0.9906287522334235
51666,0.9945591126709694
51674,0.9952933897028898
51680,0.9666403038475734
52331,0.9947859279653107
53302,0.9893018307970328
82163,0.9776385522943929
82481,0.9950983437087192
82498,0.9876176179640771
55852,0.9893018307970328
55858,0.996013700357405
55859,0.9961772090862109
51037,0.9893018307970328
51039,0.9958000528195149
51683,0.9746735314878351
51685,0.9958325262664118
51695,0.9876044330786472
51702,0.9933232651428924
52343,0.9692854248975318
52353,0.9893018307970328
53314,0.9888589879699548
53322,0.988943589138657
53950,0.9643979372394034
54597,0.9945877804732597
54925,0.9911963269987231
55245,0.9667037231807574
55558,0.988024536604539
55882,0.9763573909401514
51384,0.9961435341275177
51703,0.9767997852359469
51706,0.9953016044908503
51711,0.9625652068087832
52041,0.9958105600181795
52047,0.9955185125721487
52369,0.9744382565286931
52689,0.9942175484617851
53331,0.9956460157488605
53341,0.9954057807463221
63455,0.9750620805172955
63780,0.9956290422192379
63783,0.9893018307970328
64096,0.9944828725453851
64104,0.9957580122043475
64109,0.9952321800131384
64422,0.9910369385620885
65391,0.9893018307970328
65705,0.995744693410909
65709,0.9949604797173431
61568,0.9892887287121376
62203,0.9943672304729049
62850,0.9953945586016708
62851,0.9760478846826554
63164,0.9954335426281506
63491,0.9842629124007671
63796,0.9959689823754946
63799,0.9735552201936448
63802,0.9947433942133347
63812,0.9860218431750464
64127,0.9956849197427657
64449,0.9765905977452245
64771,0.9960897852584235
65082,0.9888589879699548
65399,0.9948366174188374
66039,0.9888589879699548
66048,0.995799669840378
71758,0.9694890254112563
72077,0.9893018307970328
72087,0.9888589879699548
72405,0.9716731729942147
72723,0.9937800100569412
72735,0.9958454995032551
73046,0.9912082467819006
73682,0.9930705509539202
73694,0.9963582930860504
73696,0.9714391212607053
74317,0.9755247309954909
74974,0.9882540261441832
75286,0.9954986803000967
75605,0.9955381503688259
75612,0.9893018307970328
75929,0.9896364481378268
76239,0.9922193084208063
71471,0.9962394198554578
71776,0.9955930691925559
71779,0.9868231788426546
72112,0.9951716722957796
72417,0.9938248207305833
72420,0.9953488380965009
72425,0.9708341558328978
73073,0.9960629705019802
73393,0.99594338076759
73714,0.9893891342214335
74337,0.9690693755612112
74347,0.996011546378468
74354,0.9752991552579072
74666,0.9953870413862398
74667,0.9893018307970328
74990,0.9711404006348028
75949,0.9908860535439775
75952,0.9956229132309203
71486,0.965793009908646
71805,0.9747693864714946
71813,0.9791817483591576
72130,0.9785860669780881
72437,0.9912889982906645
82469,0.9893018307970328
82788,0.9930321449652609
82793,0.9893018307970328
83111,0.9892887287121376
83113,0.9902207024153732
83420,0.9706166141476253
83425,0.9947344521475546
83428,0.9893018307970328
83433,0.9962758153732855
83759,0.9733841590948049
84381,0.9755508573603471
84709,0.9779220513996022
85024,0.976946901935175
85026,0.9748136659866481
85671,0.9753522153627426
35158,0.9918540328588278
34851,0.9938049146862243
34853,0.9784496271654453
34859,0.9960738664101004
35162,0.9950590362278364
35165,0.9893018307970328
34865,0.9948158649234773
34877,0.9828743548506809
34898,0.9959156089804544
35203,0.9956479144352077
34902,0.9956529835153916
34907,0.9949161412904459
34930,0.9727444738774659
34939,0.9944282928661935
35249,0.9751875731869787
35561,0.9956969780401266
35568,0.9893018307970328
35572,0.9939025304666872
35574,0.9869940054414795
35575,0.9950891526705914
35889,0.9893018307970328
35583,0.9961375093472524
35587,0.9919907296192298
35597,0.9960980123418988
35900,0.9927344980779267
35602,0.9697010980725876
35606,0.9781089602748935
35922,0.9960445819976068
35936,0.9961961100770885
41020,0.9756969650305011
41028,0.9776731368577631
41344,0.9955616395843383
41666,0.9893018307970328
42319,0.975377421526308
42634,0.9827839653474646
42944,0.9821476745022175
42952,0.9958369706222564
42954,0.996088566827885
43274,0.9956147531445143
43582,0.9893018307970328
43590,0.9919358184608807
43594,0.9325104139549052
43909,0.9756214937782314
43917,0.9737418795093999
44561,0.9953016044908503
45202,0.9657420294445777
45210,0.9955960453002645
41684,0.9731994521530684
41691,0.9956842044884172
42333,0.993951712027921
42660,0.995821767691343
42963,0.9862380270902984
42979,0.9962302665420217
43287,0.9956493588087159
44582,0.9893018307970328
45233,0.9941687386060077
45544,0.9945611618347984
45550,0.9955058596680001
40729,0.9955752220364841
41379,0.988024536604539
41395,0.9775898225976813
4332,0.9954916209118227
4346,0.9938802841382418
4044,0.9699646059093575
5031,0.9778330828131594
5033,0.9961435341275177
5057,0.9748061352960185
4737,0.9744974106938353
5067,0.9760936456991022
4757,0.993934525174605
4758,0.9888589879699548
4762,0.995427866626647
4780,0.9888589879699548
5183,0.988869741033754
5191,0.9893081113033078
5198,0.9888589879699548
4802,0.9787372993485555
5126,0.9868231788426546
5132,0.9776208090076773
4830,0.9742466579082131
5154,0.9691886812787477
4854,0.9888589879699548
4861,0.9953872038161653
5180,0.9956324694130521
4574,0.9956973271258192
4896,0.9949658940672594
4592,0.9952805673013497
4599,0.9960015479886938
4914,0.968763684806888
4604,0.9957897795124299
4932,0.994695471557586
4623,0.9958873609904632
4633,0.964529243577773
4636,0.9919304551017862
4944,0.9956460151443426
4949,0.9833190110288739
4644,0.9888589879699548
4977,0.9773335313591353
4674,0.9893018307970328
4986,0.9943840140092733
4683,0.9958060327958617
4686,0.9957232224333651
4691,0.9955216209476794
4700,0.9768322646263327
5018,0.9928314392947463
5341,0.971938548904288
5646,0.9714746225207241
5647,0.9893018307970328
5649,0.9959774665411547
5661,0.9959892709923329
5671,0.9733671944793105
5677,0.9718594444923513
5375,0.9943672304729049
5396,0.9838565211778202
5410,0.9960040279829904
5411,0.9811673129551467
5714,0.9773544736064111
5427,0.9957818493242353
5436,0.9950897734348838
5725,0.9681552499329205
5733,0.9843641759096097
5454,0.9338120989716802
10241,0.9939169035738661
10566,0.996227712926116
10579,0.9957274319486488
929,0.9947907921320015
935,0.9727097968477537
1261,0.9959830667499183
951,0.9963028452243341
952,0.9893018307970328
955,0.9904982306642349
1295,0.9314295238490444
966,0.9957127255015544
974,0.9951251517572014
1305,0.9954846503276404
995,0.9743843186878206
998,0.9962961095166317
1403,0.9731892704831084
1001,0.9952957645861007
1009,0.9961244800037166
1338,0.9674637073738713
1029,0.9888589879699548
1053,0.9962678694206478
1062,0.9949212771076377
1067,0.9955216209476794
1071,0.9956017904430902
9957,0.994391437652845
9960,0.9720817334146916
9671,0.9893018307970328
9680,0.9603083867048195
9982,0.9753806683006382
9700,0.986430517556388
9712,0.9892073054401092
10023,0.9714385292110213
10042,0.9948776601394524
10043,0.9943672304729049
10048,0.9742747417434687
10049,0.9958876498614743
10054,0.9958439528599282
10057,0.9964634425203427
10388,0.9958010701292692
10396,0.993996350087538
10700,0.9958169723971999
10716,0.9893018307970328
10418,0.9948790578615272
10730,0.9748262550229976
10733,0.9940620060606381
10429,0.9686860078886994
10844,0.9916490676993494
10856,0.9957158629521532
10448,0.9950635664884127
10451,0.9958526372166049
10458,0.992529735185049
10743,0.9932235478720763
10753,0.9962148134715129
10756,0.9929760985432823
10465,0.9599559166912854
10488,0.9166132464737254
10490,0.9953535450830497
10495,0.9868231788426546
10510,0.9943330590104411
10818,0.9937742344859213
10531,0.9951724480954306
10823,0.9964448208712984
10544,0.9724747463306134
10553,0.9961435341275177
31437,0.9959961606811293
31442,0.9962699899891979
31451,0.9766547961829392
31453,0.9646508570245911
31143,0.9799829261065431
31146,0.991485552822696
31149,0.9893018307970328
31460,0.9891858888975101
31466,0.9782876172627131
31472,0.9893018307970328
31788,0.99620681529389
32113,0.9888589879699548
31807,0.9959068283603234
32122,0.9948211724865302
32127,0.9958262647619333
31820,0.9948366174188374
31832,0.9888589879699548
32267,0.9961355205239558
31860,0.9960707779976953
31873,0.9839832604268812
32168,0.976923771449433
32177,0.9893018307970328
31882,0.9863709291108711
31896,0.9725447473720337
31910,0.9872229326325996
32211,0.9621203249519805
32232,0.9716352112973852
31943,0.9893018307970328
31950,0.9809455017278204
32243,0.9711363868737101
31966,0.9926746809384133
31976,0.975324194157918
31666,0.993255624482763
31674,0.9960500389020263
31989,0.9739610287807816
31990,0.9947355451780647
31991,0.9849329843155243
31997,0.9947932375647138
31692,0.9888589879699548
31719,0.995887635433689
31723,0.9702947308264306
32039,0.9958726079694551
32042,0.995934696680698
31739,0.9893018307970328
32061,0.9943672304729049
32062,0.9962808995084614
44333,0.9962133346026656
44656,0.9956357156632704
44658,0.9885728912320952
44976,0.9951920846460819
44990,0.9888589879699548
45312,0.9888698022965051
45644,0.9854292608233521
41146,0.9888589879699548
41459,0.9762042584061827
41462,0.9862675185274092
41787,0.9936637572059336
42422,0.9704665848958729
42743,0.9936027378981731
43076,0.9959774665411547
44350,0.995908628266682
44353,0.9955692521190804
44356,0.9959253834798476
25163,0.9893018307970328
25490,0.9938202237992868
25811,0.9888589879699548
25501,0.9892887287121376
25502,0.9954907282744659
25505,0.9964254551966877
25835,0.9947570724486247
25966,0.9947302843201543
25973,0.9907108012312248
25570,0.9953440280230276
25862,0.9916438573306212
25871,0.9961319129447216
25877,0.994919068973412
34738,0.9956343687551463
34445,0.9960559411107426
34447,0.9907905986776163
34754,0.9827839653474646
34764,0.9708114417666133
34772,0.9846679598843779
34775,0.9960826554478353
34484,0.9960384565989208
34180,0.9766154415794857
34199,0.9885728912320952
34527,0.9888589879699548
34226,0.9739921376362687
34555,0.9934700199763404
34243,0.9742515778752495
34252,0.9954126638422649
34267,0.9962498561675782
34276,0.9776908802152667
34584,0.9962580667561405
34283,0.9888589879699548
34290,0.9952946354893725
34291,0.9953095351679386
34295,0.9666496863870203
34599,0.9944448982210996
34603,0.9764638851600594
35267,0.9888589879699548
35270,0.9951787310132584
35279,0.9852759009826988
35300,0.9962725199406435
34981,0.9951856020403801
35338,0.9615557730290509
35425,0.9757089345446862
35426,0.9869940054414795
35432,0.9358346232876836
35022,0.9714919662389223
35347,0.9951528037320427
35062,0.9740442986780127
35072,0.9963338612383025
35104,0.9956617453730154
35106,0.9854629595836412
35114,0.9963405274367825
35131,0.9953221226464931
21744,0.9956845453178874
21754,0.987255397354316
21784,0.9962373363563282
22088,0.9953260961513114
22095,0.9957886195525375
21806,0.9737567715939909
21811,0.9943281251800848
22099,0.9751675109245538
22104,0.963403532858615
21819,0.9893018307970328
21822,0.9958032974934867
21834,0.9849600764795252
21858,0.973633012328586
21862,0.9727426545753352
21875,0.9956589475646949
22163,0.9966684485211647
21909,0.9952752664561234
21910,0.971607832199778
21913,0.9756438941763097
21650,0.995711739091595
21966,0.9947651049378216
21977,0.9893018307970328
21662,0.9940724590999681
21665,0.9949433788698312
21668,0.9951172025995068
21683,0.9938823715824419
21697,0.9791065671661751
22665,0.9940223879410303
31548,0.988541105786773
31553,0.9956542022797941
31555,0.9949156147325848
31232,0.9957876039099718
31647,0.9887444320335008
31243,0.9962441525574253
31266,0.9823822606901617
31274,0.994119331380196
31590,0.9955784513932426
31294,0.9955996278027098
31296,0.9757081114112621
31600,0.9961246974174702
31314,0.9951724480954306
31358,0.9951527338800116
31369,0.9913860720037151
31376,0.9960907390122049
31070,0.9952180872201044
31382,0.9955428798909427
31385,0.9958856594484767
31393,0.99328447214593
31086,0.9897958256645006
31114,0.9938089440831118
12861,0.995378681352283
13182,0.9888589879699548
13185,0.9929218694675778
13190,0.9956245284966595
13194,0.9639711933433545
13536,0.9888589879699548
13542,0.9937441583597088
13559,0.9942255226609784
13600,0.9946518443713699
13608,0.9700549719967505
13922,0.9955195544107929
13934,0.9860218431750464
13634,0.9954945203160199
13948,0.9747173218426098
13961,0.967319101362063
13973,0.9465242476953498
13976,0.9955111785009806
13987,0.9926496864781644
13989,0.9956624219917047
13993,0.9941892070901636
13685,0.995606259317082
13397,0.9643347884089133
13714,0.9951559986782689
13408,0.9957274319486488
13416,0.9702909696896378
13734,0.9885001622146201
13429,0.9868231788426546
13743,0.9960006484306722
13745,0.9949319147054803
13440,0.9767803308213444
13455,0.9960151724124185
13461,0.9893018307970328
13469,0.9578781410435347
13780,0.9960537256401918
13483,0.9952783244434141
13486,0.9955449077199844
13805,0.9580522449520831
13503,0.9961725449125978
13821,0.9958055283251965
14154,0.9956076885600915
14463,0.9658824345866325
14464,0.9963566647134255
14467,0.9960583969271352
14484,0.9962133346026656
14494,0.9896364481378268
14182,0.9759162900547732
14513,0.9960583734674483
14517,0.9888589879699548
14200,0.9948510656359532
14230,0.9893018307970328
14533,0.9943176890509384
14536,0.9802924776049016
14245,0.9705337477298045
14246,0.9926849450190635
14260,0.9948662505596698
14263,0.9148763838045353
14571,0.9893018307970328
14574,0.9879942913142074
14278,0.9954036167554879
14279,0.9954792881447562
14585,0.9738616916553917
14589,0.9728877210290331
14590,0.9915486165307787
3494,0.9892887287121376
3497,0.9926709595469021
3824,0.9958668493186655
3839,0.9888589879699548
3513,0.9719833417158709
3937,0.9958207710769795
3532,0.9916125196917632
3533,0.9954160794671273
3537,0.963961691888305
3848,0.9868231788426546
3543,0.9681608124329034
3549,0.9716623208763057
3553,0.9950634042136103
3871,0.9950951970445379
3880,0.9962373363563282
3568,0.9733943448898849
3573,0.9888242862176414
3898,0.9743663916700028
3585,0.9916650327827936
3591,0.9893018307970328
3313,0.9785302089402479
3628,0.9888589879699548
3356,0.9947644029438263
3666,0.9958927891747473
3390,0.9960969914090235
3704,0.9954594499849921
3719,0.9957205312357713
3406,0.9868231788426546
3722,0.9785800805266887
3438,0.9655416599924258
3743,0.9866729404600805
3751,0.9927953933926604
4386,0.9908077234775853
4081,0.9706690875549064
4084,0.9956377866212996
4086,0.9733495233998009
4407,0.9888589879699548
4420,0.9893018307970328
4106,0.9956479144352077
4108,0.9956430335667904
4113,0.9566124316224044
4114,0.9945186458394423
4429,0.9954406439473158
4433,0.9733039258889892
4124,0.9953157651497968
4145,0.9667597941055426
4465,0.9868231788426546
4218,0.9958446867141961
4504,0.9958941845936734
4520,0.9893018307970328
4523,0.9962481534402808
4249,0.9961999315907062
3946,0.996013700357405
3950,0.9953729509670118
4293,0.9903693628950186
5752,0.9888589879699548
5470,0.9946225379481307
5775,0.9915030719113076
5777,0.9953649783188003
5492,0.9954512161893695
5494,0.976984127396916
5495,0.9957241417428163
5788,0.9697050786662242
5793,0.9893018307970328
14054,0.9752730797427458
14057,0.9860218431750464
14398,0.9960561761728347
14416,0.99470915505012
14098,0.9956466253173323
14100,0.9893018307970328
14103,0.99582292184651
14106,0.9959519764097731
14421,0.9893018307970328
14426,0.9748838158433043
14430,0.9888589879699548
14128,0.9958323643572794
14130,0.9673047056822693
15110,0.9958291165012447
14789,0.9826539621738198
14793,0.9958337896058019
15120,0.9953820732606428
15128,0.9940336399489039
15138,0.9934396365003404
14849,0.9952659992042061
14853,0.9938408200411749
14859,0.9957169061828982
15199,0.9943753581825003
14903,0.995773064354773
14929,0.9948875799047288
14935,0.9695326755801489
15253,0.995792671770969
14937,0.9952203477646112
14949,0.9946225379481307
14951,0.9947888921777145
14676,0.9888589879699548
15000,0.9903907211873256
15014,0.9953321335818515
14712,0.9959843784404451
15022,0.9951109030840408
15037,0.988486089750108
15041,0.9951503243158817
14753,0.9953531177587245
15062,0.9964954694312468
15072,0.9959951320543058
14772,0.972407939622837
14775,0.9963044663946419
15736,0.994718916917444
15421,0.9917855163583463
15424,0.964895561751249
15437,0.9860218431750464
15752,0.9617549799859019
15755,0.9893018307970328
2158,0.995949592144895
2160,0.9955866639712215
2161,0.9910140343876593
2490,0.9893018307970328
2493,0.9833032637443934
2497,0.9825030314638132
3120,0.9934712245905994
3123,0.9922412549426858
2830,0.9888589879699548
3145,0.9952911369429781
2871,0.9959670426472158
3282,0.9955724405453277
3288,0.9948677305309527
2883,0.9932825493062702
3187,0.9892073054401092
2904,0.9741403864843301
2909,0.9959026593286483
3205,0.9888589879699548
3234,0.9899080221776964
3244,0.994591368130809
3245,0.9963417480801089
3248,0.97220943024869
2960,0.9893018307970328
2964,0.9771510556596815
3260,0.9960882204928744
3275,0.9949724818671879
3279,0.9777459374291207
2984,0.995438173582049
2987,0.9963254836803453
2992,0.9954239061488709
2708,0.9959944691856897
2718,0.9951678056661346
3022,0.9946031741128379
3036,0.9953236552155112
2720,0.9955202875563258
2735,0.9957544431729131
3053,0.9947951057011059
3060,0.9888589879699548
3071,0.9684861916585296
3760,0.9955216209476794
12309,0.9957772791511083
12322,0.9731483090222165
12352,0.9952994324688959
12692,0.9950835030529476
12382,0.9888589879699548
12703,0.9947078456589382
12710,0.9953963802340434
12727,0.9956254309076086
12428,0.9901683936521146
12444,0.9959442709404157
12447,0.9697333747947561
12451,0.971575489713261
77557,0.9842161827399956
78505,0.9888589879699548
78821,0.992732106850546
79784,0.9965257903945496
80100,0.991700018973854
80423,0.9951810827096683
80437,0.9700276567409774
80750,0.9736336206939659
81060,0.9947932375647138
81068,0.994687898769772
81075,0.9956123447190626
81381,0.9868231788426546
76604,0.9954036167554879
77252,0.9950676769936592
77562,0.994583255539743
78212,0.9951441744687346
78214,0.9180721381211869
78518,0.9734746511457814
78520,0.9943661214602108
78521,0.9753522153627426
78857,0.9960133140761832
79163,0.9964240001987729
79803,0.9953201062772415
80123,0.9951342352903156
80136,0.9617387997490406
80138,0.9957455132684303
80450,0.9961725449125978
80454,0.9918608984535803
80455,0.9730889146249742
80457,0.9690121429320409
81401,0.9894152797765673
2266,0.9941695441689765
2595,0.9863709291108711
2289,0.9956053529687648
2609,0.9938986308863419
2611,0.9888589879699548
2613,0.9945814269408562
2616,0.9959013183487315
2628,0.9957434851790388
2654,0.9953881708658129
2346,0.9963156566252738
2356,0.9955873428217235
2057,0.9893018307970328
2364,0.9734571998984406
2372,0.9939366330748773
2083,0.9888589879699548
2115,0.9922150542822261
2116,0.9960199847050686
2117,0.9809152719302658
2442,0.9679419161178773
2454,0.9956519461738887
2147,0.9958621123205099
71153,0.9945867813675208
66365,0.9951810827096683
66998,0.9922667789691599
67003,0.993061870824896
67007,0.9738409363229583
67012,0.9956460157488605
67317,0.9747924336416797
57463,0.9949905438506151
58098,0.9959649562709302
58105,0.9946966616733435
58414,0.9958260093609507
58420,0.9666329172921905
58746,0.9893018307970328
59061,0.9888589879699548
59068,0.9305000993510275
59375,0.9893018307970328
59376,0.9916712422754296
59387,0.9955385774248796
59700,0.9893018307970328
60026,0.9952848483254176
60028,0.9954036167554879
60348,0.9871906076802223
60655,0.9930296955243981
60657,0.9888589879699548
60973,0.9777561654902562
56201,0.9708912655254744
56525,0.995679113915183
56837,0.9957544431729131
56843,0.9947137220837158
56845,0.9959695084499518
57164,0.9893018307970328
57805,0.9925686443899625
57806,0.9958577760049468
57808,0.9944262198842607
58111,0.9960591926265001
58436,0.9685174103565769
58447,0.9926581016742642
58751,0.974183289965632
59073,0.9947687710793335
59396,0.9944294427234984
59405,0.9893018307970328
59716,0.9859449089042474
60037,0.9947210623631919
60045,0.9868231788426546
60357,0.9945774769476615
60363,0.9962894964346606
60672,0.9379468950022218
60684,0.9893018307970328
60687,0.9836547843339248
61006,0.9960923578827539
56220,0.9951179358753924
56222,0.99555255956398
56539,0.996193818304462
56540,0.994569350301502
56548,0.994687898769772
57497,0.9942230346020439
57509,0.9888589879699548
57821,0.9960137502582054
58135,0.9956358214541011
58458,0.9893018307970328
58790,0.9829202722277814
59424,0.9891461201093094
59425,0.9950096409065766
65474,0.9905736214150511
65484,0.9954212787385414
65797,0.9935046176500962
65810,0.9941135049142793
65812,0.9953916623837912
70503,0.9888589879699548
70505,0.9947462234821483
70825,0.9930131846465855
70831,0.9957714044833031
70832,0.9955442152524292
32454,0.9951516492242749
32781,0.9744339823610613
32789,0.9948542401744711
32812,0.9941900014019653
32506,0.9949836715138392
32512,0.9943113299191249
32844,0.9950590362278364
32845,0.9710979649919939
32852,0.9759451721081328
32875,0.99540074464425
32897,0.9893018307970328
32585,0.9952778570474683
32279,0.9962181967281801
32600,0.9793710518248493
32610,0.9956290422192379
32615,0.9888589879699548
32635,0.9961754542135872
32638,0.9726107413057423
32340,0.9764012629514257
32345,0.9944652117053964
32664,0.9961435341275177
32674,0.9962808995084614
32393,0.9959283603647007
32702,0.9960367761925538
32411,0.9939260050034474
33048,0.9833190110288739
33094,0.9650767419016284
